tanggal,lokasi,nilai_spi
2015-06,"107.6477,-6.8377",-0.6782733063055963
2015-08,"107.6477,-6.8377",-0.6694153611746209
2015-10,"107.6477,-6.8377",-1.1247679828246109
2015-11,"107.6477,-6.8377",-0.4949845558343513
2016-02,"107.6477,-6.8377",0.207924478246761
2016-05,"107.6477,-6.8377",0.8445475592813224
2016-08,"107.6477,-6.8377",0.449997373160553
2016-09,"107.6477,-6.8377",0.6516091275136717
2017-01,"107.6477,-6.8377",0.5050346230744388
2017-05,"107.6477,-6.8377",0.9192203367726688
2017-06,"107.6477,-6.8377",0.3293841439778055
2017-07,"107.6477,-6.8377",-0.0943670430833217
2017-10,"107.6477,-6.8377",-0.0268180811615124
2017-12,"107.6477,-6.8377",0.457127925053541
2018-03,"107.6477,-6.8377",1.0432610498221615
2018-04,"107.6477,-6.8377",0.8869511143698771
2018-05,"107.6477,-6.8377",0.4385436840943063
2018-06,"107.6477,-6.8377",-0.1548824615565037
2018-07,"107.6477,-6.8377",-0.7363979147059972
2018-08,"107.6477,-6.8377",-1.083247455299059
2018-09,"107.6477,-6.8377",-1.129629146052062
2018-10,"107.6477,-6.8377",-0.941023628852596
2018-11,"107.6477,-6.8377",0.0315491426164237
2018-12,"107.6477,-6.8377",0.6956905077517572
2019-05,"107.6477,-6.8377",0.818003185353128
2019-07,"107.6477,-6.8377",-0.1599038493295366
2019-08,"107.6477,-6.8377",-0.8786594023178835
2019-09,"107.6477,-6.8377",-1.192168466720967
2019-10,"107.6477,-6.8377",-1.1352446901223707
2020-01,"107.6477,-6.8377",-0.6610050933665864
2020-05,"107.6477,-6.8377",0.2366674295420622
2020-06,"107.6477,-6.8377",0.2658802595232592
2020-07,"107.6477,-6.8377",-0.0459689460525823
2020-08,"107.6477,-6.8377",-0.8235565710332757
2020-09,"107.6477,-6.8377",-0.6609527863835803
2021-04,"107.6477,-6.8377",0.5468925581834421
2021-05,"107.6477,-6.8377",0.8867025850330329
2021-08,"107.6477,-6.8377",0.1777223064208779
2022-03,"107.6477,-6.8377",0.3703081402854724
2022-07,"107.6477,-6.8377",0.0785311089177879
2022-08,"107.6477,-6.8377",0.0935678002469792
2022-09,"107.6477,-6.8377",-0.2189346356814727
2013-07,"107.6099,-6.8374",0.9916804376870908
2013-08,"107.6099,-6.8374",-0.40364100777604
2013-09,"107.6099,-6.8374",-0.6456415837606371
2013-10,"107.6099,-6.8374",-0.692625017428813
2014-02,"107.6099,-6.8374",0.0460554682368281
2014-04,"107.6099,-6.8374",0.8301845667651552
2014-05,"107.6099,-6.8374",0.976656034655338
2014-06,"107.6099,-6.8374",0.4395519445624004
2014-07,"107.6099,-6.8374",-0.1009824513730907
2014-09,"107.6099,-6.8374",-0.6203139670395578
2014-10,"107.6099,-6.8374",-0.7584960476845807
2015-06,"107.6099,-6.8374",-1.0922427249179727
2015-08,"107.6099,-6.8374",-1.0832159089229858
2015-10,"107.6099,-6.8374",-1.1349091878705515
2015-11,"107.6099,-6.8374",-0.4931193564734846
2016-01,"107.6099,-6.8374",-0.1140023854860883
2016-05,"107.6099,-6.8374",0.5347574934349109
2016-06,"107.6099,-6.8374",0.3372995959639888
2016-09,"107.6099,-6.8374",0.8799475038630071
2017-01,"107.6099,-6.8374",0.7305786534619648
2017-05,"107.6099,-6.8374",0.9480464168538671
2017-07,"107.6099,-6.8374",-0.084864335867532
2017-12,"107.6099,-6.8374",0.0588883811464903
2018-04,"107.6099,-6.8374",0.317854638033321
2018-05,"107.6099,-6.8374",0.5736184675716828
2018-06,"107.6099,-6.8374",-0.1465334407603592
2018-07,"107.6099,-6.8374",-0.7391351013267223
2018-08,"107.6099,-6.8374",-1.092597098955336
2018-09,"107.6099,-6.8374",-1.1398630259590663
2018-10,"107.6099,-6.8374",-0.9476618693448352
2018-11,"107.6099,-6.8374",0.043452358613619
2018-12,"107.6099,-6.8374",0.7202551395172458
2019-05,"107.6099,-6.8374",0.8448996274020021
2019-07,"107.6099,-6.8374",-0.1516505579694215
2019-08,"107.6099,-6.8374",-0.8841087100878506
2019-09,"107.6099,-6.8374",-1.20359461740408
2019-10,"107.6099,-6.8374",-1.1455856266621522
2019-11,"107.6099,-6.8374",-0.665784778217487
2020-01,"107.6099,-6.8374",-0.1761295406607033
2020-04,"107.6099,-6.8374",0.4349879960849666
2020-05,"107.6099,-6.8374",0.8635986267306165
2020-06,"107.6099,-6.8374",0.4753159400096758
2020-07,"107.6099,-6.8374",-0.0355435611343196
2020-08,"107.6099,-6.8374",-0.8279553797776892
2020-09,"107.6099,-6.8374",-0.6622516615430284
2020-12,"107.6099,-6.8374",0.0708661198757592
2021-02,"107.6099,-6.8374",0.762892549204559
2021-04,"107.6099,-6.8374",1.1159448528005738
2021-05,"107.6099,-6.8374",0.8243307874865844
2021-07,"107.6099,-6.8374",0.0749525911576039
2021-08,"107.6099,-6.8374",-0.3626938855148763
2022-01,"107.6099,-6.8374",0.2302624281312092
2022-03,"107.6099,-6.8374",0.8641662601871197
2022-07,"107.6099,-6.8374",0.3273028735580753
2022-08,"107.6099,-6.8374",0.1066533609238978
2022-09,"107.6099,-6.8374",-0.211806727211759
2013-08,"107.6387,-6.8373",-0.3608600618562407
2013-09,"107.6387,-6.8373",-0.5760657007105885
2013-10,"107.6387,-6.8373",-0.617847005639277
2014-02,"107.6387,-6.8373",0.0390448433992655
2014-04,"107.6387,-6.8373",0.7363531159374808
2014-06,"107.6387,-6.8373",0.6115136335447672
2014-07,"107.6387,-6.8373",0.239347464558277
2014-09,"107.6387,-6.8373",-0.5535424239996073
2015-06,"107.6387,-6.8373",-0.7448674450997745
2015-08,"107.6387,-6.8373",-1.0490449774085735
2015-10,"107.6387,-6.8373",-1.0111603151957709
2015-11,"107.6387,-6.8373",-0.4404311336056372
2016-02,"107.6387,-6.8373",0.1965667303594769
2016-08,"107.6387,-6.8373",0.3872691961182919
2016-09,"107.6387,-6.8373",0.628860512955355
2016-11,"107.6387,-6.8373",1.7728412756717231
2017-01,"107.6387,-6.8373",2.0262359567627053
2017-05,"107.6387,-6.8373",1.8024389611225824
2017-06,"107.6387,-6.8373",0.3066372286419959
2017-07,"107.6387,-6.8373",-0.0773791773549586
2017-10,"107.6387,-6.8373",-0.0161642229711342
2017-12,"107.6387,-6.8373",0.4224025862269159
2018-04,"107.6387,-6.8373",0.8479342558304278
2018-05,"107.6387,-6.8373",0.50819468672443
2018-06,"107.6387,-6.8373",-0.132220117555371
2018-07,"107.6387,-6.8373",-0.6592073713231006
2018-08,"107.6387,-6.8373",-0.9735331315032802
2018-09,"107.6387,-6.8373",-1.015565651366077
2018-12,"107.6387,-6.8373",-0.3608863420154681
2019-07,"107.6387,-6.8373",-0.3657204159968354
2019-08,"107.6387,-6.8373",-0.415213478851032
2019-09,"107.6387,-6.8373",-1.0722407142097348
2019-10,"107.6387,-6.8373",-1.020654630742284
2019-11,"107.6387,-6.8373",-0.5939785879589631
2020-01,"107.6387,-6.8373",-0.1585392598166525
2020-04,"107.6387,-6.8373",0.3849137438605705
2020-05,"107.6387,-6.8373",0.7660674837332099
2020-06,"107.6387,-6.8373",0.420776472288753
2020-07,"107.6387,-6.8373",-0.0335193278811791
2020-08,"107.6387,-6.8373",-0.7381932360859927
2020-09,"107.6387,-6.8373",-0.5908366672094759
2021-04,"107.6387,-6.8373",0.5037500676092093
2021-05,"107.6387,-6.8373",0.8116964031404997
2021-06,"107.6387,-6.8373",0.2339622779775068
2021-08,"107.6387,-6.8373",-0.1552268354015051
2022-01,"107.6387,-6.8373",0.2028559265927645
2022-07,"107.6387,-6.8373",0.3216125946089987
2022-08,"107.6387,-6.8373",-0.2609378269720241
2022-09,"107.6387,-6.8373",-0.1902661748994264
2013-07,"107.648,-6.8373",0.9419293099059316
2013-08,"107.648,-6.8373",-0.4088583626956096
2013-09,"107.648,-6.8373",-0.6431351279996542
2013-10,"107.648,-6.8373",-0.6886190150436172
2014-02,"107.648,-6.8373",0.0264853770466804
2014-04,"107.648,-6.8373",0.7855878214792317
2014-06,"107.648,-6.8373",0.6496852946082202
2014-07,"107.648,-6.8373",0.2445384467379193
2014-09,"107.648,-6.8373",-0.6186158800840924
2015-06,"107.648,-6.8373",-0.6763024451719067
2015-08,"107.648,-6.8373",-0.6675637335234067
2015-10,"107.648,-6.8373",-1.1167870240440103
2015-11,"107.648,-6.8373",-0.4954808759367306
2016-02,"107.648,-6.8373",0.1979665628468551
2016-05,"107.648,-6.8373",0.8260202989765132
2016-08,"107.648,-6.8373",0.4367810051684577
2016-09,"107.648,-6.8373",0.6356789391914575
2017-01,"107.648,-6.8373",0.4910774192704168
2017-05,"107.648,-6.8373",0.8996879341719023
2017-06,"107.648,-6.8373",0.3177913054990942
2017-07,"107.648,-6.8373",-0.100255925510223
2017-10,"107.648,-6.8373",-0.0336162148705625
2017-12,"107.648,-6.8373",0.4438155753725097
2018-04,"107.648,-6.8373",0.907057076012799
2018-05,"107.648,-6.8373",0.5372104134455041
2018-06,"107.648,-6.8373",-0.1599567685958484
2018-07,"107.648,-6.8373",-0.7336446599838816
2018-08,"107.648,-6.8373",-1.0758253887917673
2018-09,"107.648,-6.8373",-1.121582752973561
2018-11,"107.648,-6.8373",-0.1462350134375844
2018-12,"107.648,-6.8373",0.5505943618263491
2019-05,"107.648,-6.8373",0.7998332289260007
2019-07,"107.648,-6.8373",-0.1649105653483696
2019-08,"107.648,-6.8373",-0.8739912189820428
2019-09,"107.648,-6.8373",-1.1832802552653203
2019-10,"107.648,-6.8373",-1.1271227083079274
2020-01,"107.648,-6.8373",-0.6592666731810403
2020-05,"107.648,-6.8373",0.2263226160378117
2020-06,"107.648,-6.8373",0.2551422230536234
2020-07,"107.648,-6.8373",-0.0525092971405372
2020-08,"107.648,-6.8373",-0.8196301062756354
2020-09,"107.648,-6.8373",-0.6592150702827457
2021-04,"107.648,-6.8373",0.532371920388976
2021-05,"107.648,-6.8373",0.8676078917118862
2021-08,"107.648,-6.8373",0.1681709311464612
2022-03,"107.648,-6.8373",0.3581644392168005
2022-07,"107.648,-6.8373",0.0703149092099766
2022-09,"107.648,-6.8373",0.3756907937935657
2013-07,"107.6072,-6.8372",1.030909573119885
2013-08,"107.6072,-6.8372",-0.4071645189655837
2013-09,"107.6072,-6.8372",-0.6565799921705395
2013-10,"107.6072,-6.8372",-0.705002998163251
2014-04,"107.6072,-6.8372",0.1820800318469307
2014-05,"107.6072,-6.8372",0.6065482632048567
2014-06,"107.6072,-6.8372",0.461863863941908
2014-07,"107.6072,-6.8372",-0.0952325049294885
2014-09,"107.6072,-6.8372",-0.6304763373179006
2014-10,"107.6072,-6.8372",-0.7728923166696083
2015-06,"107.6072,-6.8372",-1.1168649915034334
2015-08,"107.6072,-6.8372",-1.1075615938823178
2015-10,"107.6072,-6.8372",-1.1608387548054535
2015-11,"107.6072,-6.8372",-0.4993844841089379
2016-01,"107.6072,-6.8372",-0.1086513698006916
2016-02,"107.6072,-6.8372",0.5950023409157169
2016-05,"107.6072,-6.8372",0.6282315200803607
2016-06,"107.6072,-6.8372",0.7040026417934643
2016-09,"107.6072,-6.8372",0.9157531424009532
2017-01,"107.6072,-6.8372",0.7618076306876774
2017-03,"107.6072,-6.8372",0.9830689391656772
2017-05,"107.6072,-6.8372",0.7236963973188206
2017-06,"107.6072,-6.8372",0.504910088598576
2017-07,"107.6072,-6.8372",-0.0786205303933331
2017-10,"107.6072,-6.8372",-0.0076746346624375
2017-12,"107.6072,-6.8372",0.5006082747930707
2018-04,"107.6072,-6.8372",0.99378393367851
2018-05,"107.6072,-6.8372",0.6000381849791918
2018-06,"107.6072,-6.8372",-0.1421791765510577
2018-07,"107.6072,-6.8372",-0.7529381509495716
2018-08,"107.6072,-6.8372",-1.117230223560675
2018-09,"107.6072,-6.8372",-1.165944378484243
2018-10,"107.6072,-6.8372",-0.9678541787711256
2018-12,"107.6072,-6.8372",-0.2259964527221513
2019-05,"107.6072,-6.8372",0.0393479569040023
2019-07,"107.6072,-6.8372",-0.1474530822223597
2019-08,"107.6072,-6.8372",-0.9023537508268562
2019-09,"107.6072,-6.8372",-1.231628705778467
2019-10,"107.6072,-6.8372",-1.171842319662755
2019-11,"107.6072,-6.8372",-0.6773403740699383
2020-01,"107.6072,-6.8372",-0.1726821009000284
2020-04,"107.6072,-6.8372",0.4571600760911938
2020-05,"107.6072,-6.8372",0.8989033357021275
2020-06,"107.6072,-6.8372",0.4987236681464643
2020-07,"107.6072,-6.8372",-0.0277885672094844
2020-08,"107.6072,-6.8372",-0.8444798825752593
2020-09,"107.6072,-6.8372",-0.6736990027068199
2020-12,"107.6072,-6.8372",0.0818815062386319
2021-02,"107.6072,-6.8372",0.7951116241387001
2021-04,"107.6072,-6.8372",1.1589814496927702
2021-05,"107.6072,-6.8372",0.858432329933076
2021-06,"107.6072,-6.8372",0.2822128419265374
2021-07,"107.6072,-6.8372",-0.2899017106769023
2021-08,"107.6072,-6.8372",-0.7339864015729924
2022-01,"107.6072,-6.8372",0.2461617170972477
2022-03,"107.6072,-6.8372",0.8994883614467346
2022-07,"107.6072,-6.8372",0.3461754816004446
2022-08,"107.6072,-6.8372",0.1187652682892206
2022-09,"107.6072,-6.8372",-0.2094524363839381
2013-07,"107.6464,-6.8372",0.9056897127949102
2013-08,"107.6464,-6.8372",-0.4164409429507518
2013-09,"107.6464,-6.8372",-0.6457475169002005
2013-10,"107.6464,-6.8372",-0.6902664613820365
2014-02,"107.6464,-6.8372",0.0096669611817351
2014-04,"107.6464,-6.8372",0.7526650155708485
2014-06,"107.6464,-6.8372",0.619645666479953
2014-07,"107.6464,-6.8372",0.223094025897978
2014-09,"107.6464,-6.8372",-0.6217484458525964
2015-06,"107.6464,-6.8372",-0.8256096705530244
2015-08,"107.6464,-6.8372",-1.1497178499550311
2015-10,"107.6464,-6.8372",-1.10935086819983
2015-11,"107.6464,-6.8372",-0.5012257559578541
2016-02,"107.6464,-6.8372",0.1775101664675648
2016-05,"107.6464,-6.8372",0.7922397163703808
2016-08,"107.6464,-6.8372",0.4112581504272422
2016-09,"107.6464,-6.8372",0.6059364564779796
2017-01,"107.6464,-6.8372",0.4644026638377056
2017-05,"107.6464,-6.8372",0.8643444896102257
2017-06,"107.6464,-6.8372",0.2947928222029732
2017-07,"107.6464,-6.8372",-0.1143855193512641
2017-10,"107.6464,-6.8372",-0.0491595729543537
2017-12,"107.6464,-6.8372",0.4181434819307935
2018-03,"107.6464,-6.8372",0.984119430189861
2018-04,"107.6464,-6.8372",0.8331850089782236
2018-06,"107.6464,-6.8372",0.1508082578035125
2018-07,"107.6464,-6.8372",-0.5232709564135724
2018-08,"107.6464,-6.8372",-1.0692582357491942
2018-09,"107.6464,-6.8372",-1.114044855539967
2018-11,"107.6464,-6.8372",-0.1593891590090875
2018-12,"107.6464,-6.8372",0.5226569519730873
2019-07,"107.6464,-6.8372",0.4767615010941576
2019-08,"107.6464,-6.8372",-0.4743557629334974
2019-09,"107.6464,-6.8372",-1.1744334427453638
2019-10,"107.6464,-6.8372",-1.119467280490678
2019-11,"107.6464,-6.8372",-0.6648341115932305
2020-01,"107.6464,-6.8372",-0.2008634599378557
2020-05,"107.6464,-6.8372",0.5980911018322104
2020-06,"107.6464,-6.8372",0.2334728426565446
2020-07,"107.6464,-6.8372",-0.067651837695377
2020-08,"107.6464,-6.8372",-0.8184981468451877
2020-09,"107.6464,-6.8372",-0.6614863225365822
2021-04,"107.6464,-6.8372",0.5048211003914094
2021-05,"107.6464,-6.8372",0.8329450265900141
2021-07,"107.6464,-6.8372",0.0370483020194566
2022-03,"107.6464,-6.8372",0.2230110898857883
2022-07,"107.6464,-6.8372",-0.0587317003271524
2022-09,"107.6464,-6.8372",0.3514639704365631
2013-07,"107.6206,-6.8371",0.905776940923214
2013-08,"107.6206,-6.8371",-0.3517072065780919
2013-09,"107.6206,-6.8371",-0.5698016743269264
2013-10,"107.6206,-6.8371",-0.6121438337089178
2014-02,"107.6206,-6.8371",0.0535658519075021
2014-04,"107.6206,-6.8371",0.7602344938895514
2014-05,"107.6206,-6.8371",0.8922367285947003
2014-06,"107.6206,-6.8371",0.4081906465638992
2014-07,"107.6206,-6.8371",-0.0789468773938623
2014-09,"107.6206,-6.8371",-0.5469760547363274
2015-06,"107.6206,-6.8371",-0.740869341482947
2015-08,"107.6206,-6.8371",-1.049130023513404
2015-10,"107.6206,-6.8371",-1.0107368137205246
2015-11,"107.6206,-6.8371",-0.4323464065255163
2016-01,"107.6206,-6.8371",-0.0906806329394682
2016-02,"107.6206,-6.8371",0.5246099083658023
2016-08,"107.6206,-6.8371",0.1622567040272133
2016-09,"107.6206,-6.8371",0.6512989559588275
2017-01,"107.6206,-6.8371",0.4860669325743375
2017-05,"107.6206,-6.8371",0.8664533215035266
2017-06,"107.6206,-6.8371",0.3247502834300097
2017-07,"107.6206,-6.8371",-0.0644209953458675
2017-10,"107.6206,-6.8371",-0.0023843174703164
2017-12,"107.6206,-6.8371",0.4420696259000481
2018-04,"107.6206,-6.8371",0.8733134515103168
2018-05,"107.6206,-6.8371",0.5290133630375466
2018-06,"107.6206,-6.8371",-0.1199980969846844
2018-07,"107.6206,-6.8371",-0.6540594033367926
2018-08,"107.6206,-6.8371",-0.9726045387300192
2018-09,"107.6206,-6.8371",-1.0152012852484655
2018-10,"107.6206,-6.8371",-0.8419867844897602
2018-12,"107.6206,-6.8371",-0.1932897977753173
2019-05,"107.6206,-6.8371",0.0387332882181896
2019-07,"107.6206,-6.8371",-0.124609718050371
2019-08,"107.6206,-6.8371",-0.7847117454303852
2019-09,"107.6206,-6.8371",-1.0726371300122033
2019-10,"107.6206,-6.8371",-1.0203585769177137
2020-04,"107.6206,-6.8371",-0.4108258622107398
2020-05,"107.6206,-6.8371",0.4135927455226996
2020-06,"107.6206,-6.8371",0.4404216837005287
2020-07,"107.6206,-6.8371",-0.0199723899215367
2020-08,"107.6206,-6.8371",-0.7341055407282169
2020-09,"107.6206,-6.8371",-0.584770919992887
2021-04,"107.6206,-6.8371",0.5245090812471591
2021-05,"107.6206,-6.8371",0.8365891573103887
2021-07,"107.6206,-6.8371",0.0796083628281388
2021-08,"107.6206,-6.8371",-0.3148050595519486
2021-11,"107.6206,-6.8371",0.6662981969984455
2022-01,"107.6206,-6.8371",0.984816743707744
2022-07,"107.6206,-6.8371",1.105167550687086
2022-08,"107.6206,-6.8371",-0.2504436581443238
2022-09,"107.6206,-6.8371",-0.1788233398954341
2013-07,"107.6205,-6.8371",0.9100244174627208
2013-08,"107.6205,-6.8371",-0.3500063582068918
2013-09,"107.6205,-6.8371",-0.5685425058894453
2013-10,"107.6205,-6.8371",-0.6109704156453108
2014-02,"107.6205,-6.8371",0.0560874500182882
2014-04,"107.6205,-6.8371",0.7641872211902414
2014-05,"107.6205,-6.8371",0.8964567838055253
2014-06,"107.6205,-6.8371",0.4114304227074234
2014-07,"107.6205,-6.8371",-0.0766936410352054
2014-09,"107.6205,-6.8371",-0.5456706603755025
2015-06,"107.6205,-6.8371",-0.7399566153769511
2015-08,"107.6205,-6.8371",-1.048841579898444
2015-10,"107.6205,-6.8371",-1.0103706170541846
2015-11,"107.6205,-6.8371",-0.430808866819848
2016-01,"107.6205,-6.8371",-0.0884511595144847
2016-08,"107.6205,-6.8371",0.1052026055186031
2016-09,"107.6205,-6.8371",0.3505327742641345
2017-01,"107.6205,-6.8371",0.4894644219932071
2017-03,"107.6205,-6.8371",0.8681067781410717
2017-05,"107.6205,-6.8371",0.6408463143796052
2017-06,"107.6205,-6.8371",0.4491472330875705
2017-07,"107.6205,-6.8371",-0.0621383415027306
2017-10,"107.6205,-6.8371",2.397163562670069e-05
2017-12,"107.6205,-6.8371",0.445378012978559
2018-04,"107.6205,-6.8371",0.8774951837326926
2018-05,"107.6205,-6.8371",0.5324978265862795
2018-06,"107.6205,-6.8371",-0.1178279966181281
2018-07,"107.6205,-6.8371",-0.6529708717272352
2018-08,"107.6205,-6.8371",-0.9721611174515
2018-09,"107.6205,-6.8371",-1.014844129927873
2018-10,"107.6205,-6.8371",-0.8412788391193146
2018-12,"107.6205,-6.8371",-0.191268126086854
2019-05,"107.6205,-6.8371",0.0412248477598419
2019-07,"107.6205,-6.8371",-0.1224489570334445
2019-08,"107.6205,-6.8371",-0.7838878079592845
2019-09,"107.6205,-6.8371",-1.072396292452305
2019-10,"107.6205,-6.8371",-1.0200118660263913
2020-04,"107.6205,-6.8371",-0.4092447395903619
2020-05,"107.6205,-6.8371",0.4168434618736242
2020-06,"107.6205,-6.8371",0.4437267334041443
2020-07,"107.6205,-6.8371",-0.0175997197781224
2020-08,"107.6205,-6.8371",-0.7331791167274515
2020-09,"107.6205,-6.8371",-0.5835420669297563
2021-04,"107.6205,-6.8371",0.5279844228273103
2021-05,"107.6205,-6.8371",0.840696516331117
2021-07,"107.6205,-6.8371",0.0821827016371004
2021-08,"107.6205,-6.8371",-0.3130294777956204
2021-11,"107.6205,-6.8371",0.6700606866566454
2022-01,"107.6205,-6.8371",0.9892242898501862
2022-07,"107.6205,-6.8371",1.10981882853441
2022-08,"107.6205,-6.8371",-0.2485377331482004
2022-09,"107.6205,-6.8371",-0.1767723710669585
2013-07,"107.624,-6.837",0.8628634690390873
2013-08,"107.624,-6.837",-0.3607852246382864
2013-09,"107.624,-6.837",-0.5730113676790648
2013-10,"107.624,-6.837",-0.6142142155385835
2014-04,"107.624,-6.837",0.1405994597993715
2014-06,"107.624,-6.837",0.250215442680417
2014-07,"107.624,-6.837",0.2311125018019136
2014-09,"107.624,-6.837",-0.5507999229861733
2015-06,"107.624,-6.837",-0.7394760725120003
2015-08,"107.624,-6.837",-1.039442303997454
2015-10,"107.624,-6.837",-1.002082150310833
2015-11,"107.624,-6.837",-0.439254644607457
2016-05,"107.624,-6.837",0.1591292999030861
2016-08,"107.624,-6.837",0.3471915132903062
2016-09,"107.624,-6.837",0.585438027821339
2017-01,"107.624,-6.837",0.4544467073169367
2017-05,"107.624,-6.837",0.824597940500075
2017-06,"107.624,-6.837",0.2974706473116452
2017-07,"107.624,-6.837",-0.081229098396569
2017-10,"107.624,-6.837",-0.0208616575875999
2017-12,"107.624,-6.837",0.4116332476448648
2018-04,"107.624,-6.837",0.831273483200113
2018-05,"107.624,-6.837",0.4962375669781378
2018-06,"107.624,-6.837",-0.135310772470828
2018-07,"107.624,-6.837",-0.6550019520057255
2018-08,"107.624,-6.837",-0.9649759103858244
2018-09,"107.624,-6.837",-1.0064264951393382
2018-10,"107.624,-6.837",-0.837872722115215
2018-11,"107.624,-6.837",0.0313002088031374
2018-12,"107.624,-6.837",0.6248328613848897
2019-05,"107.624,-6.837",0.7341417702891334
2019-07,"107.624,-6.837",-0.1397983074461001
2019-08,"107.624,-6.837",-0.7821387974652807
2019-09,"107.624,-6.837",-1.0623168986526208
2019-10,"107.624,-6.837",-1.011445018216968
2020-04,"107.624,-6.837",-0.4183131591896658
2020-05,"107.624,-6.837",0.3839226021126807
2020-06,"107.624,-6.837",0.4100296470557801
2020-07,"107.624,-6.837",-0.0379764831875913
2020-08,"107.624,-6.837",-0.7328942671077211
2020-09,"107.624,-6.837",-0.587577831948921
2021-04,"107.624,-6.837",0.4918544830722973
2021-05,"107.624,-6.837",0.7955373391594431
2021-06,"107.624,-6.837",0.2258018724723293
2021-07,"107.624,-6.837",-0.2610069983500283
2021-08,"107.624,-6.837",-0.6388760211547483
2021-11,"107.624,-6.837",1.320759611062724
2022-01,"107.624,-6.837",1.527699662952856
2022-07,"107.624,-6.837",1.05688902367841
2022-08,"107.624,-6.837",-0.2622464009049343
2022-09,"107.624,-6.837",-0.1925531892329194
2013-07,"107.703,-6.837",0.9872793710263096
2013-08,"107.703,-6.837",-0.2597302823453141
2013-09,"107.703,-6.837",-0.5748906981082073
2013-11,"107.703,-6.837",-0.367187564923935
2014-01,"107.703,-6.837",0.6197584052844983
2014-02,"107.703,-6.837",1.4329910171347453
2014-04,"107.703,-6.837",1.6017697728186018
2014-05,"107.703,-6.837",1.018620093827642
2014-06,"107.703,-6.837",0.3874249106923192
2014-07,"107.703,-6.837",-0.0764291950257111
2014-08,"107.703,-6.837",-0.5119944884018424
2014-09,"107.703,-6.837",-0.7777287017615916
2015-03,"107.703,-6.837",-0.4089388765339016
2015-05,"107.703,-6.837",-0.1938911504843081
2015-06,"107.703,-6.837",-0.17358496979864
2015-07,"107.703,-6.837",-0.9206604044954848
2015-08,"107.703,-6.837",-1.1425202497876024
2015-09,"107.703,-6.837",-1.1521563841779343
2015-10,"107.703,-6.837",-1.1348926453506756
2015-11,"107.703,-6.837",-0.5017967391803182
2016-01,"107.703,-6.837",-0.0674723511329799
2016-06,"107.703,-6.837",0.4000645902823667
2016-07,"107.703,-6.837",0.2158290752272369
2016-08,"107.703,-6.837",0.1157382272580163
2016-09,"107.703,-6.837",0.4757065731263457
2017-01,"107.703,-6.837",0.6513710642884802
2017-04,"107.703,-6.837",1.2196181339633425
2017-05,"107.703,-6.837",0.9558759296867247
2017-06,"107.703,-6.837",0.6623607713989694
2017-07,"107.703,-6.837",-0.1237043487048644
2018-03,"107.703,-6.837",0.2419715407013051
2018-04,"107.703,-6.837",0.4730503663493886
2018-05,"107.703,-6.837",0.6837299938682623
2018-06,"107.703,-6.837",-0.1512017068177463
2018-07,"107.703,-6.837",-0.7274843207678002
2018-08,"107.703,-6.837",-1.055532250289423
2018-09,"107.703,-6.837",-1.1135701386290218
2018-12,"107.703,-6.837",-0.3642229493422553
2019-04,"107.703,-6.837",0.3749198700151243
2019-05,"107.703,-6.837",0.6032586259000025
2019-06,"107.703,-6.837",-0.0535425978199037
2019-07,"107.703,-6.837",-0.7804597548192066
2019-08,"107.703,-6.837",-1.062152394487872
2019-09,"107.703,-6.837",-1.165422970541066
2019-10,"107.703,-6.837",-1.1423979469385444
2019-11,"107.703,-6.837",-0.6600800210721897
2020-05,"107.703,-6.837",0.2060710559020062
2020-06,"107.703,-6.837",0.2692835936031662
2020-07,"107.703,-6.837",-0.0318120757978973
2020-09,"107.703,-6.837",-0.6426379339415472
2021-05,"107.703,-6.837",0.5971921204926367
2021-06,"107.703,-6.837",0.6206491572567139
2021-07,"107.703,-6.837",-0.2750244120823779
2021-08,"107.703,-6.837",-0.6107513790944177
2021-09,"107.703,-6.837",-0.6287999828572037
2022-07,"107.703,-6.837",0.1001706235589939
2022-08,"107.703,-6.837",0.0393152213018344
2022-09,"107.703,-6.837",-0.2050501867302966
2022-10,"107.703,-6.837",0.2294770289889713
2022-12,"107.703,-6.837",0.7784791227934531
2013-07,"107.6467,-6.8369",0.903925586500418
2013-08,"107.6467,-6.8369",-0.4265016847073651
2013-09,"107.6467,-6.8369",-0.6572472000040455
2013-10,"107.6467,-6.8369",-0.7020455091322878
2014-02,"107.6467,-6.8369",0.002280125676818
2014-04,"107.6467,-6.8369",0.7499406308756013
2014-06,"107.6467,-6.8369",0.6160865606596544
2014-07,"107.6467,-6.8369",0.2170464848700967
2014-09,"107.6467,-6.8369",-0.6330975303275806
2015-06,"107.6467,-6.8369",-0.8382380220820068
2015-08,"107.6467,-6.8369",-1.1643800405156866
2015-10,"107.6467,-6.8369",-1.1237597484514517
2015-11,"107.6467,-6.8369",-0.5118185381656065
2016-02,"107.6467,-6.8369",0.1711765782541577
2016-05,"107.6467,-6.8369",0.7897636702739969
2016-08,"107.6467,-6.8369",0.4063913742339116
2016-09,"107.6467,-6.8369",0.6022913228183131
2017-01,"107.6467,-6.8369",0.4598693793380832
2017-05,"107.6467,-6.8369",0.8623209143600131
2017-06,"107.6467,-6.8369",0.2891952044405834
2017-07,"107.6467,-6.8369",-0.1225508072153575
2017-10,"107.6467,-6.8369",-0.0569155558885172
2017-12,"107.6467,-6.8369",0.4133199124716582
